Commodity,Year,Attribute,Value,Notes
Red meat and poultry (carcass weight): Per capita availability,1934,"U.S. population, July 1-Millions",126.485,
Red meat and poultry (carcass weight): Per capita availability,1935,"U.S. population, July 1-Millions",127.362,
Red meat and poultry (carcass weight): Per capita availability,1936,"U.S. population, July 1-Millions",128.181,
Red meat and poultry (carcass weight): Per capita availability,1937,"U.S. population, July 1-Millions",128.961,
Red meat and poultry (carcass weight): Per capita availability,1938,"U.S. population, July 1-Millions",129.969,
Red meat and poultry (carcass weight): Per capita availability,1939,"U.S. population, July 1-Millions",131.028,
Red meat and poultry (carcass weight): Per capita availability,1940,"U.S. population, July 1-Millions",132.122,
Red meat and poultry (carcass weight): Per capita availability,1941,"U.S. population, July 1-Millions",133.402,
Red meat and poultry (carcass weight): Per capita availability,1942,"U.S. population, July 1-Millions",134.86,
Red meat and poultry (carcass weight): Per capita availability,1943,"U.S. population, July 1-Millions",136.739,
Red meat and poultry (carcass weight): Per capita availability,1944,"U.S. population, July 1-Millions",138.397,
Red meat and poultry (carcass weight): Per capita availability,1945,"U.S. population, July 1-Millions",139.928,
Red meat and poultry (carcass weight): Per capita availability,1946,"U.S. population, July 1-Millions",141.389,
Red meat and poultry (carcass weight): Per capita availability,1947,"U.S. population, July 1-Millions",144.126,
Red meat and poultry (carcass weight): Per capita availability,1948,"U.S. population, July 1-Millions",146.631,
Red meat and poultry (carcass weight): Per capita availability,1949,"U.S. population, July 1-Millions",149.188,
Red meat and poultry (carcass weight): Per capita availability,1950,"U.S. population, July 1-Millions",151.684,
Red meat and poultry (carcass weight): Per capita availability,1951,"U.S. population, July 1-Millions",154.287,
Red meat and poultry (carcass weight): Per capita availability,1952,"U.S. population, July 1-Millions",156.954,
Red meat and poultry (carcass weight): Per capita availability,1953,"U.S. population, July 1-Millions",159.565,
Red meat and poultry (carcass weight): Per capita availability,1954,"U.S. population, July 1-Millions",162.391,
Red meat and poultry (carcass weight): Per capita availability,1955,"U.S. population, July 1-Millions",165.275,
Red meat and poultry (carcass weight): Per capita availability,1956,"U.S. population, July 1-Millions",168.221,
Red meat and poultry (carcass weight): Per capita availability,1957,"U.S. population, July 1-Millions",171.274,
Red meat and poultry (carcass weight): Per capita availability,1958,"U.S. population, July 1-Millions",174.141,
Red meat and poultry (carcass weight): Per capita availability,1959,"U.S. population, July 1-Millions",177.073,
Red meat and poultry (carcass weight): Per capita availability,1960,"U.S. population, July 1-Millions",180.671,
Red meat and poultry (carcass weight): Per capita availability,1961,"U.S. population, July 1-Millions",183.691,
Red meat and poultry (carcass weight): Per capita availability,1962,"U.S. population, July 1-Millions",186.538,
Red meat and poultry (carcass weight): Per capita availability,1963,"U.S. population, July 1-Millions",189.242,
Red meat and poultry (carcass weight): Per capita availability,1964,"U.S. population, July 1-Millions",191.889,
Red meat and poultry (carcass weight): Per capita availability,1965,"U.S. population, July 1-Millions",194.303,
Red meat and poultry (carcass weight): Per capita availability,1966,"U.S. population, July 1-Millions",196.56,
Red meat and poultry (carcass weight): Per capita availability,1967,"U.S. population, July 1-Millions",198.712,
Red meat and poultry (carcass weight): Per capita availability,1968,"U.S. population, July 1-Millions",200.706,
Red meat and poultry (carcass weight): Per capita availability,1969,"U.S. population, July 1-Millions",202.677,
Red meat and poultry (carcass weight): Per capita availability,1970,"U.S. population, July 1-Millions",205.052,
Red meat and poultry (carcass weight): Per capita availability,1971,"U.S. population, July 1-Millions",207.661,
Red meat and poultry (carcass weight): Per capita availability,1972,"U.S. population, July 1-Millions",209.896,
Red meat and poultry (carcass weight): Per capita availability,1973,"U.S. population, July 1-Millions",211.909,
Red meat and poultry (carcass weight): Per capita availability,1974,"U.S. population, July 1-Millions",213.854,
Red meat and poultry (carcass weight): Per capita availability,1975,"U.S. population, July 1-Millions",215.973,
Red meat and poultry (carcass weight): Per capita availability,1976,"U.S. population, July 1-Millions",218.035,
Red meat and poultry (carcass weight): Per capita availability,1977,"U.S. population, July 1-Millions",220.239,
Red meat and poultry (carcass weight): Per capita availability,1978,"U.S. population, July 1-Millions",222.585,
Red meat and poultry (carcass weight): Per capita availability,1979,"U.S. population, July 1-Millions",225.055,
Red meat and poultry (carcass weight): Per capita availability,1980,"U.S. population, July 1-Millions",227.726,
Red meat and poultry (carcass weight): Per capita availability,1981,"U.S. population, July 1-Millions",229.966,
Red meat and poultry (carcass weight): Per capita availability,1982,"U.S. population, July 1-Millions",232.188,
Red meat and poultry (carcass weight): Per capita availability,1983,"U.S. population, July 1-Millions",234.307,
Red meat and poultry (carcass weight): Per capita availability,1984,"U.S. population, July 1-Millions",236.348,
Red meat and poultry (carcass weight): Per capita availability,1985,"U.S. population, July 1-Millions",238.466,
Red meat and poultry (carcass weight): Per capita availability,1986,"U.S. population, July 1-Millions",240.651,
Red meat and poultry (carcass weight): Per capita availability,1987,"U.S. population, July 1-Millions",242.804,
Red meat and poultry (carcass weight): Per capita availability,1988,"U.S. population, July 1-Millions",245.021,
Red meat and poultry (carcass weight): Per capita availability,1989,"U.S. population, July 1-Millions",247.342,
Red meat and poultry (carcass weight): Per capita availability,1990,"U.S. population, July 1-Millions",250.132,
Red meat and poultry (carcass weight): Per capita availability,1991,"U.S. population, July 1-Millions",253.493,
Red meat and poultry (carcass weight): Per capita availability,1992,"U.S. population, July 1-Millions",256.894,
Red meat and poultry (carcass weight): Per capita availability,1993,"U.S. population, July 1-Millions",260.255,
Red meat and poultry (carcass weight): Per capita availability,1994,"U.S. population, July 1-Millions",263.436,
Red meat and poultry (carcass weight): Per capita availability,1995,"U.S. population, July 1-Millions",266.557,
Red meat and poultry (carcass weight): Per capita availability,1996,"U.S. population, July 1-Millions",269.667,
Red meat and poultry (carcass weight): Per capita availability,1997,"U.S. population, July 1-Millions",272.912,
Red meat and poultry (carcass weight): Per capita availability,1998,"U.S. population, July 1-Millions",276.115,
Red meat and poultry (carcass weight): Per capita availability,1999,"U.S. population, July 1-Millions",279.295,
Red meat and poultry (carcass weight): Per capita availability,2000,"U.S. population, July 1-Millions",282.385,
Red meat and poultry (carcass weight): Per capita availability,2001,"U.S. population, July 1-Millions",285.309019,
Red meat and poultry (carcass weight): Per capita availability,2002,"U.S. population, July 1-Millions",288.104818,
Red meat and poultry (carcass weight): Per capita availability,2003,"U.S. population, July 1-Millions",290.819634,
Red meat and poultry (carcass weight): Per capita availability,2004,"U.S. population, July 1-Millions",293.463185,
Red meat and poultry (carcass weight): Per capita availability,2005,"U.S. population, July 1-Millions",296.186216,
Red meat and poultry (carcass weight): Per capita availability,2006,"U.S. population, July 1-Millions",298.995825,
Red meat and poultry (carcass weight): Per capita availability,2007,"U.S. population, July 1-Millions",302.003917,
Red meat and poultry (carcass weight): Per capita availability,2008,"U.S. population, July 1-Millions",304.797761,
Red meat and poultry (carcass weight): Per capita availability,2009,"U.S. population, July 1-Millions",307.439406,
Red meat and poultry (carcass weight): Per capita availability,2010,"U.S. population, July 1-Millions",309.741279,
Red meat and poultry (carcass weight): Per capita availability,2011,"U.S. population, July 1-Millions",311.973914,
Red meat and poultry (carcass weight): Per capita availability,2012,"U.S. population, July 1-Millions",314.167558,
Red meat and poultry (carcass weight): Per capita availability,2013,"U.S. population, July 1-Millions",316.294766,
Red meat and poultry (carcass weight): Per capita availability,2014,"U.S. population, July 1-Millions",318.576955,
Red meat and poultry (carcass weight): Per capita availability,2015,"U.S. population, July 1-Millions",320.870703,
Red meat and poultry (carcass weight): Per capita availability,2016,"U.S. population, July 1-Millions",323.161011,
Red meat and poultry (carcass weight): Per capita availability,2017,"U.S. population, July 1-Millions",325.20603,
Red meat and poultry (carcass weight): Per capita availability,2018,"U.S. population, July 1-Millions",326.923976,
Red meat and poultry (carcass weight): Per capita availability,2019,"U.S. population, July 1-Millions",328.475998,
Red meat and poultry (carcass weight): Per capita availability,1909,Red meat-Beef-Pounds,74.18499282,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1910,Red meat-Beef-Pounds,70.42756501,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1911,Red meat-Beef-Pounds,68.46148109,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1912,Red meat-Beef-Pounds,64.54082971,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1913,Red meat-Beef-Pounds,63.3273335,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1914,Red meat-Beef-Pounds,61.99110089,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1915,Red meat-Beef-Pounds,56.37220775,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1916,Red meat-Beef-Pounds,58.87545238,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1917,Red meat-Beef-Pounds,64.66242482,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1918,Red meat-Beef-Pounds,68.55093257,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1919,Red meat-Beef-Pounds,61.50595357,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1920,Red meat-Beef-Pounds,59.1108481,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1921,Red meat-Beef-Pounds,55.50129908,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1922,Red meat-Beef-Pounds,59.09185908,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1923,Red meat-Beef-Pounds,59.59069917,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1924,Red meat-Beef-Pounds,59.46945464,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1925,Red meat-Beef-Pounds,59.46697287,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1926,Red meat-Beef-Pounds,60.25707642,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1927,Red meat-Beef-Pounds,54.47137397,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1928,Red meat-Beef-Pounds,48.72665112,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1929,Red meat-Beef-Pounds,49.66862943,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1930,Red meat-Beef-Pounds,48.87651395,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1931,Red meat-Beef-Pounds,48.53039493,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1932,Red meat-Beef-Pounds,46.65903689,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1933,Red meat-Beef-Pounds,51.46789721,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1934,Red meat-Beef-Pounds,63.77040756,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1935,Red meat-Beef-Pounds,53.15557231,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1936,Red meat-Beef-Pounds,60.39896709,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1937,Red meat-Beef-Pounds,55.10968432,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1938,Red meat-Beef-Pounds,54.30525741,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1939,Red meat-Beef-Pounds,54.63717679,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1940,Red meat-Beef-Pounds,54.92650732,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1941,Red meat-Beef-Pounds,61.89562375,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1942,Red meat-Beef-Pounds,66.68396856,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1943,Red meat-Beef-Pounds,62.37430433,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1944,Red meat-Beef-Pounds,67.57371908,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1945,Red meat-Beef-Pounds,69.61437311,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1946,Red meat-Beef-Pounds,64.21998883,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1947,Red meat-Beef-Pounds,71.47912243,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1948,Red meat-Beef-Pounds,64.12013831,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1949,Red meat-Beef-Pounds,64.93149583,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1950,Red meat-Beef-Pounds,64.77281717,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1951,Red meat-Beef-Pounds,59.75876127,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1952,Red meat-Beef-Pounds,63.75116276,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1953,Red meat-Beef-Pounds,79.17149751,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1954,Red meat-Beef-Pounds,81.24218707,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1955,Red meat-Beef-Pounds,82.9889578,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1956,Red meat-Beef-Pounds,86.34474887,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1957,Red meat-Beef-Pounds,85.18514194,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1958,Red meat-Beef-Pounds,81.1928265,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1959,Red meat-Beef-Pounds,82.15820594,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1960,Red meat-Beef-Pounds,85.73595098,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1961,Red meat-Beef-Pounds,88.51821809,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1962,Red meat-Beef-Pounds,89.50455135,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1963,Red meat-Beef-Pounds,94.90493654,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1964,Red meat-Beef-Pounds,101.0792698,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1965,Red meat-Beef-Pounds,100.9299908,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1966,Red meat-Beef-Pounds,105.5510277,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1967,Red meat-Beef-Pounds,107.8992864,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1968,Red meat-Beef-Pounds,110.7947844,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1969,Red meat-Beef-Pounds,111.5153767,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1970,Red meat-Beef-Pounds,114.3640394,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1971,Red meat-Beef-Pounds,113.4313824,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
Red meat and poultry (carcass weight): Per capita availability,1972,Red meat-Beef-Pounds,115.2597684,"Beef carcass weight is the weight of the chilled hanging carcass, which includes the kidney and attached internal fat (kidney, pelvic, and heart fat), but not the head, feet, and unattached internal organs. Definitions of carcass weight for other red meats differ slightly."
