Commodity,Year,Attribute,Value,Notes
All dairy products (milk-fat milk-equivalent basis): Supply and use,1945,"U.S. population, July 1-Millions",139.928,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1946,"U.S. population, July 1-Millions",141.389,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1947,"U.S. population, July 1-Millions",144.126,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1948,"U.S. population, July 1-Millions",146.631,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1949,"U.S. population, July 1-Millions",149.188,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1950,"U.S. population, July 1-Millions",151.684,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1951,"U.S. population, July 1-Millions",154.287,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1952,"U.S. population, July 1-Millions",156.954,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1953,"U.S. population, July 1-Millions",159.565,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1954,"U.S. population, July 1-Millions",162.391,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1955,"U.S. population, July 1-Millions",165.275,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1956,"U.S. population, July 1-Millions",168.221,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1957,"U.S. population, July 1-Millions",171.274,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1958,"U.S. population, July 1-Millions",174.141,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1959,"U.S. population, July 1-Millions",177.073,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1960,"U.S. population, July 1-Millions",180.671,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1961,"U.S. population, July 1-Millions",183.691,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1962,"U.S. population, July 1-Millions",186.538,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1963,"U.S. population, July 1-Millions",189.242,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1964,"U.S. population, July 1-Millions",191.889,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1965,"U.S. population, July 1-Millions",194.303,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1966,"U.S. population, July 1-Millions",196.56,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1967,"U.S. population, July 1-Millions",198.712,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1968,"U.S. population, July 1-Millions",200.706,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1969,"U.S. population, July 1-Millions",202.677,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1970,"U.S. population, July 1-Millions",205.052,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1971,"U.S. population, July 1-Millions",207.661,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1972,"U.S. population, July 1-Millions",209.896,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1973,"U.S. population, July 1-Millions",211.909,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1974,"U.S. population, July 1-Millions",213.854,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1975,"U.S. population, July 1-Millions",215.973,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1976,"U.S. population, July 1-Millions",218.035,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1977,"U.S. population, July 1-Millions",220.239,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1978,"U.S. population, July 1-Millions",222.585,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1979,"U.S. population, July 1-Millions",225.055,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1980,"U.S. population, July 1-Millions",227.726,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1981,"U.S. population, July 1-Millions",229.966,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1982,"U.S. population, July 1-Millions",232.188,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1983,"U.S. population, July 1-Millions",234.307,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1984,"U.S. population, July 1-Millions",236.348,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1985,"U.S. population, July 1-Millions",238.466,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1986,"U.S. population, July 1-Millions",240.651,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1987,"U.S. population, July 1-Millions",242.804,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1988,"U.S. population, July 1-Millions",245.021,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1989,"U.S. population, July 1-Millions",247.342,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1990,"U.S. population, July 1-Millions",250.132,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1991,"U.S. population, July 1-Millions",253.493,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1992,"U.S. population, July 1-Millions",256.894,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1993,"U.S. population, July 1-Millions",260.255,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1994,"U.S. population, July 1-Millions",263.436,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1995,"U.S. population, July 1-Millions",266.557,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1996,"U.S. population, July 1-Millions",269.667,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1997,"U.S. population, July 1-Millions",272.912,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1998,"U.S. population, July 1-Millions",276.115,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1999,"U.S. population, July 1-Millions",279.295,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2000,"U.S. population, July 1-Millions",282.385,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2001,"U.S. population, July 1-Millions",285.309019,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2002,"U.S. population, July 1-Millions",288.104818,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2003,"U.S. population, July 1-Millions",290.819634,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2004,"U.S. population, July 1-Millions",293.463185,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2005,"U.S. population, July 1-Millions",296.186216,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2006,"U.S. population, July 1-Millions",298.995825,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2007,"U.S. population, July 1-Millions",302.003917,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2008,"U.S. population, July 1-Millions",304.797761,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2009,"U.S. population, July 1-Millions",307.439406,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2010,"U.S. population, July 1-Millions",309.741279,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2011,"U.S. population, July 1-Millions",311.973914,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2012,"U.S. population, July 1-Millions",314.167558,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2013,"U.S. population, July 1-Millions",316.294766,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2014,"U.S. population, July 1-Millions",318.576955,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2015,"U.S. population, July 1-Millions",320.870703,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2016,"U.S. population, July 1-Millions",323.161011,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2017,"U.S. population, July 1-Millions",325.20603,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2018,"U.S. population, July 1-Millions",326.923976,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2019,"U.S. population, July 1-Millions",328.475998,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1909,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1910,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1911,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1912,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1913,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1914,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1915,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1916,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1917,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1918,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1919,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1920,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1921,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1922,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1923,Supply-Milk Production-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1924,Supply-Milk Production-Million pounds,93660,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1925,Supply-Milk Production-Million pounds,94940,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1926,Supply-Milk Production-Million pounds,97404,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1927,Supply-Milk Production-Million pounds,99018,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1928,Supply-Milk Production-Million pounds,99367,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1929,Supply-Milk Production-Million pounds,102133,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1930,Supply-Milk Production-Million pounds,102984,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1931,Supply-Milk Production-Million pounds,105629,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1932,Supply-Milk Production-Million pounds,106310,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1933,Supply-Milk Production-Million pounds,107162,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1934,Supply-Milk Production-Million pounds,104021,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1935,Supply-Milk Production-Million pounds,103605,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1936,Supply-Milk Production-Million pounds,104710,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1937,Supply-Milk Production-Million pounds,104208,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1938,Supply-Milk Production-Million pounds,108107,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1939,Supply-Milk Production-Million pounds,108992,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1940,Supply-Milk Production-Million pounds,111512,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1941,Supply-Milk Production-Million pounds,117088,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1942,Supply-Milk Production-Million pounds,120433,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1943,Supply-Milk Production-Million pounds,118517,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1944,Supply-Milk Production-Million pounds,118123,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1945,Supply-Milk Production-Million pounds,120628,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1946,Supply-Milk Production-Million pounds,118697,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1947,Supply-Milk Production-Million pounds,118114,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1948,Supply-Milk Production-Million pounds,113671,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1949,Supply-Milk Production-Million pounds,117003,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1950,Supply-Milk Production-Million pounds,117302,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1951,Supply-Milk Production-Million pounds,115181,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1952,Supply-Milk Production-Million pounds,115071,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1953,Supply-Milk Production-Million pounds,120521,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1954,Supply-Milk Production-Million pounds,122294,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1955,Supply-Milk Production-Million pounds,123045,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1956,Supply-Milk Production-Million pounds,124860,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1957,Supply-Milk Production-Million pounds,124628,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1958,Supply-Milk Production-Million pounds,123220,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1959,Supply-Milk Production-Million pounds,121989,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1960,Supply-Milk Production-Million pounds,123109,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1961,Supply-Milk Production-Million pounds,125707,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1962,Supply-Milk Production-Million pounds,126251,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1963,Supply-Milk Production-Million pounds,125202,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1964,Supply-Milk Production-Million pounds,126967,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1965,Supply-Milk Production-Million pounds,124180,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1966,Supply-Milk Production-Million pounds,119912,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1967,Supply-Milk Production-Million pounds,118732,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1968,Supply-Milk Production-Million pounds,117225,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1969,Supply-Milk Production-Million pounds,116108,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1970,Supply-Milk Production-Million pounds,117007,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1971,Supply-Milk Production-Million pounds,118566,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1972,Supply-Milk Production-Million pounds,120025,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1973,Supply-Milk Production-Million pounds,115491,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1974,Supply-Milk Production-Million pounds,115586,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1975,Supply-Milk Production-Million pounds,115398,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1976,Supply-Milk Production-Million pounds,120180,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1977,Supply-Milk Production-Million pounds,122654,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1978,Supply-Milk Production-Million pounds,121461,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1979,Supply-Milk Production-Million pounds,123350,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1980,Supply-Milk Production-Million pounds,128406,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1981,Supply-Milk Production-Million pounds,132770,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1982,Supply-Milk Production-Million pounds,135505,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1983,Supply-Milk Production-Million pounds,139588,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1984,Supply-Milk Production-Million pounds,135351,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1985,Supply-Milk Production-Million pounds,143012,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1986,Supply-Milk Production-Million pounds,143124,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1987,Supply-Milk Production-Million pounds,142709,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1988,Supply-Milk Production-Million pounds,145034,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1989,Supply-Milk Production-Million pounds,143893,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1990,Supply-Milk Production-Million pounds,147721,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1991,Supply-Milk Production-Million pounds,147697,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1992,Supply-Milk Production-Million pounds,150847,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1993,Supply-Milk Production-Million pounds,150636,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1994,Supply-Milk Production-Million pounds,153602,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1995,Supply-Milk Production-Million pounds,155292,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1996,Supply-Milk Production-Million pounds,154006,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1997,Supply-Milk Production-Million pounds,156091,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1998,Supply-Milk Production-Million pounds,157262,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1999,Supply-Milk Production-Million pounds,162589,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2000,Supply-Milk Production-Million pounds,167393,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2001,Supply-Milk Production-Million pounds,165332,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2002,Supply-Milk Production-Million pounds,170063,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2003,Supply-Milk Production-Million pounds,170348,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2004,Supply-Milk Production-Million pounds,170832,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2005,Supply-Milk Production-Million pounds,176931,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2006,Supply-Milk Production-Million pounds,181782,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2007,Supply-Milk Production-Million pounds,185654,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2008,Supply-Milk Production-Million pounds,189978,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2009,Supply-Milk Production-Million pounds,189202,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2010,Supply-Milk Production-Million pounds,192877,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2011,Supply-Milk Production-Million pounds,196255,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2012,Supply-Milk Production-Million pounds,200642,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2013,Supply-Milk Production-Million pounds,201260,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2014,Supply-Milk Production-Million pounds,206048,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2015,Supply-Milk Production-Million pounds,208508,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2016,Supply-Milk Production-Million pounds,212451,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2017,Supply-Milk Production-Million pounds,215527,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2018,Supply-Milk Production-Million pounds,217568,
All dairy products (milk-fat milk-equivalent basis): Supply and use,2019,Supply-Milk Production-Million pounds,218382,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1909,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1910,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1911,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1912,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1913,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1914,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1915,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1916,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1917,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1918,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1919,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1920,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1921,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1922,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1923,Supply-Farm milk fed to calves-Million pounds,NA,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1924,Supply-Farm milk fed to calves-Million pounds,2742,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1925,Supply-Farm milk fed to calves-Million pounds,2784,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1926,Supply-Farm milk fed to calves-Million pounds,2858,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1927,Supply-Farm milk fed to calves-Million pounds,2901,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1928,Supply-Farm milk fed to calves-Million pounds,2944,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1929,Supply-Farm milk fed to calves-Million pounds,3012,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1930,Supply-Farm milk fed to calves-Million pounds,2986,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1931,Supply-Farm milk fed to calves-Million pounds,2997,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1932,Supply-Farm milk fed to calves-Million pounds,2859,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1933,Supply-Farm milk fed to calves-Million pounds,2878,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1934,Supply-Farm milk fed to calves-Million pounds,2688,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1935,Supply-Farm milk fed to calves-Million pounds,2676,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1936,Supply-Farm milk fed to calves-Million pounds,2755,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1937,Supply-Farm milk fed to calves-Million pounds,2724,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1938,Supply-Farm milk fed to calves-Million pounds,2850,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1939,Supply-Farm milk fed to calves-Million pounds,2967,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1940,Supply-Farm milk fed to calves-Million pounds,2994,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1941,Supply-Farm milk fed to calves-Million pounds,3124,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1942,Supply-Farm milk fed to calves-Million pounds,3294,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1943,Supply-Farm milk fed to calves-Million pounds,3276,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1944,Supply-Farm milk fed to calves-Million pounds,3258,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1945,Supply-Farm milk fed to calves-Million pounds,3290,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1946,Supply-Farm milk fed to calves-Million pounds,3228,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1947,Supply-Farm milk fed to calves-Million pounds,3194,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1948,Supply-Farm milk fed to calves-Million pounds,3064,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1949,Supply-Farm milk fed to calves-Million pounds,3163,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1950,Supply-Farm milk fed to calves-Million pounds,3286,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1951,Supply-Farm milk fed to calves-Million pounds,3449,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1952,Supply-Farm milk fed to calves-Million pounds,3348,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1953,Supply-Farm milk fed to calves-Million pounds,3334,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1954,Supply-Farm milk fed to calves-Million pounds,3344,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1955,Supply-Farm milk fed to calves-Million pounds,3266,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1956,Supply-Farm milk fed to calves-Million pounds,3119,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1957,Supply-Farm milk fed to calves-Million pounds,2950,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1958,Supply-Farm milk fed to calves-Million pounds,2767,
All dairy products (milk-fat milk-equivalent basis): Supply and use,1959,Supply-Farm milk fed to calves-Million pounds,2658,
